NPRODUCTO,CONCURSO,F1,F2,F3,F4,F5,F6,F7,BOLSA,FECHA
30,232,7,8,13,16,29,35,9,"$12,500,000.00",18/8/2012
30,231,1,4,11,20,26,37,38,"$11,500,000.00",14/8/2012
30,230,4,15,18,23,29,34,25,"$11,000,000.00",11/8/2012
30,229,13,15,16,17,24,33,31,"$10,500,000.00",7/8/2012
30,228,1,6,14,15,33,36,22,"$10,000,000.00",4/8/2012
30,227,16,21,25,29,34,36,10,"$9,500,000.00",31/7/2012
30,226,7,10,13,25,30,38,22,"$9,000,000.00",28/7/2012
30,225,1,2,7,20,21,33,6,"$8,500,000.00",24/7/2012
30,224,4,9,12,17,18,37,20,"$8,000,000.00",21/7/2012
30,223,1,8,10,12,20,37,39,"$7,500,000.00",17/7/2012
30,222,8,16,17,18,25,38,4,"$7,000,000.00",14/7/2012
30,221,7,8,13,27,33,35,4,"$6,500,000.00",10/7/2012
30,220,3,9,26,29,38,39,14,"$6,000,000.00",7/7/2012
30,219,4,15,19,27,28,36,7,"$5,500,000.00",3/7/2012
30,218,3,7,11,14,21,24,2,"$5,000,000.00",30/6/2012
30,217,6,13,20,29,35,37,5,"$5,000,000.00",26/6/2012
30,216,3,4,18,21,29,35,37,"$9,500,000.00",23/6/2012
30,215,6,9,17,20,37,39,1,"$9,000,000.00",19/6/2012
30,214,3,6,9,24,38,39,36,"$8,500,000.00",16/6/2012
30,213,13,17,18,21,26,34,27,"$8,000,000.00",12/6/2012
30,212,6,7,14,16,21,35,36,"$7,500,000.00",9/6/2012
30,211,7,12,18,27,28,29,4,"$7,000,000.00",5/6/2012
30,210,8,15,18,19,20,30,2,"$6,500,000.00",2/6/2012
30,209,3,11,16,20,29,36,8,"$6,000,000.00",29/5/2012
30,208,12,21,28,31,33,35,39,"$5,500,000.00",26/5/2012
30,207,7,20,22,23,24,38,29,"$5,000,000.00",22/5/2012
30,206,23,29,30,32,34,37,22,"$5,000,000.00",19/5/2012
30,205,8,9,15,16,22,29,3,"$8,500,000.00",15/5/2012
30,204,2,6,7,12,30,37,4,"$8,000,000.00",12/5/2012
30,203,6,8,9,15,34,35,25,"$7,500,000.00",8/5/2012
30,202,5,7,19,23,32,35,1,"$7,000,000.00",5/5/2012
30,201,7,15,16,17,20,32,26,"$6,500,000.00",1/5/2012
30,200,9,20,22,27,37,38,30,"$6,000,000.00",28/4/2012
30,199,3,14,23,24,25,26,35,"$5,500,000.00",24/4/2012
30,198,5,6,9,10,15,35,32,"$5,000,000.00",21/4/2012
30,197,3,18,28,30,32,36,33,"$31,000,000.00",17/4/2012
30,196,7,8,11,15,19,30,33,"$30,000,000.00",14/4/2012
30,195,15,19,23,24,29,33,3,"$29,000,000.00",10/4/2012
30,194,5,8,11,13,18,25,4,"$28,000,000.00",7/4/2012
30,193,11,16,18,30,32,33,14,"$26,500,000.00",3/4/2012
30,192,2,10,24,27,28,36,39,"$25,500,000.00",31/3/2012
30,191,1,16,23,26,28,34,12,"$24,500,000.00",27/3/2012
30,190,5,12,28,29,34,36,39,"$23,500,000.00",24/3/2012
30,189,5,6,10,15,29,35,9,"$22,500,000.00",20/3/2012
30,188,10,12,14,31,34,35,11,"$21,500,000.00",17/3/2012
30,187,3,7,21,27,29,37,15,"$20,500,000.00",13/3/2012
30,186,1,7,22,29,30,38,8,"$19,500,000.00",10/3/2012
30,185,8,10,12,17,19,33,16,"$18,500,000.00",6/3/2012
30,184,3,9,10,15,22,29,31,"$17,500,000.00",3/3/2012
30,183,2,10,13,18,24,34,19,"$16,500,000.00",28/2/2012
30,182,9,14,16,20,27,33,38,"$15,500,000.00",25/2/2012
30,181,4,7,9,12,21,37,39,"$14,500,000.00",21/2/2012
30,180,1,4,10,26,27,34,15,"$13,500,000.00",18/2/2012
30,179,4,16,23,24,28,37,1,"$12,500,000.00",14/2/2012
30,178,6,13,15,36,37,39,26,"$11,500,000.00",11/2/2012
30,177,2,14,16,19,32,38,1,"$10,500,000.00",7/2/2012
30,176,3,5,19,24,31,33,39,"$10,000,000.00",4/2/2012
30,175,1,17,19,29,31,35,4,"$9,500,000.00",31/1/2012
30,174,1,11,14,21,24,27,17,"$9,000,000.00",28/1/2012
30,173,2,9,12,16,17,26,36,"$8,500,000.00",24/1/2012
30,172,1,2,5,17,20,25,22,"$8,000,000.00",21/1/2012
30,171,3,8,19,21,28,31,25,"$7,500,000.00",17/1/2012
30,170,4,6,21,22,25,35,27,"$7,000,000.00",14/1/2012
30,169,2,3,4,24,26,32,7,"$6,500,000.00",10/1/2012
30,168,2,9,16,24,37,39,11,"$6,000,000.00",7/1/2012
30,167,3,16,22,23,31,33,28,"$5,500,000.00",3/1/2012
30,166,3,4,15,25,29,38,19,"$5,000,000.00",31/12/2011
30,165,4,18,19,21,34,38,27,"$8,500,000.00",27/12/2011
30,164,1,2,20,24,32,33,28,"$8,000,000.00",24/12/2011
30,163,6,11,13,21,25,36,19,"$7,500,000.00",20/12/2011
30,162,11,15,19,21,24,28,34,"$7,000,000.00",17/12/2011
30,161,3,17,20,24,33,36,6,"$6,500,000.00",13/12/2011
30,160,3,20,24,33,35,36,10,"$6,000,000.00",10/12/2011
30,159,1,6,12,26,30,37,19,"$5,500,000.00",6/12/2011
30,158,1,10,13,17,18,19,35,"$5,000,000.00",3/12/2011
30,157,17,21,26,28,36,37,31,"$11,000,000.00",29/11/2011
30,156,5,6,23,25,26,27,35,"$10,000,000.00",26/11/2011
30,155,4,16,25,33,37,39,30,"$9,500,000.00",22/11/2011
30,154,1,4,5,18,35,38,36,"$9,000,000.00",19/11/2011
30,153,9,18,19,32,34,39,13,"$8,500,000.00",15/11/2011
30,152,10,12,15,24,26,39,34,"$8,000,000.00",12/11/2011
30,151,5,7,11,17,23,32,36,"$7,500,000.00",8/11/2011
30,150,4,19,22,27,30,33,28,"$7,000,000.00",5/11/2011
30,149,2,7,9,30,32,33,13,"$6,500,000.00",1/11/2011
30,148,8,13,16,24,27,33,9,"$6,000,000.00",29/10/2011
30,147,8,12,15,21,36,38,35,"$5,500,000.00",25/10/2011
30,146,5,10,15,16,27,33,3,"$5,000,000.00",22/10/2011
30,145,2,14,15,17,22,28,21,"$11,000,000.00",18/10/2011
30,144,4,12,17,21,30,38,25,"$10,000,000.00",15/10/2011
30,143,6,8,10,22,26,28,30,"$9,500,000.00",11/10/2011
30,142,3,4,7,18,31,35,22,"$9,000,000.00",8/10/2011
30,141,16,17,23,26,31,37,12,"$8,500,000.00",4/10/2011
30,140,16,19,21,27,36,38,14,"$8,000,000.00",1/10/2011
30,139,2,7,9,11,38,39,27,"$7,500,000.00",27/9/2011
30,138,1,6,9,26,28,34,17,"$7,000,000.00",24/9/2011
30,137,2,9,17,20,23,34,39,"$6,500,000.00",20/9/2011
30,136,1,7,18,22,26,35,34,"$6,000,000.00",17/9/2011
30,135,1,6,23,24,28,29,12,"$5,500,000.00",13/9/2011
30,134,8,16,17,18,31,35,32,"$5,000,000.00",10/9/2011
30,133,8,15,26,28,37,39,4,"$33,000,000.00",6/9/2011
30,132,1,13,22,23,28,35,18,"$32,000,000.00",3/9/2011
30,131,2,11,13,17,24,37,18,"$30,000,000.00",30/8/2011
30,130,1,8,18,22,36,37,34,"$29,000,000.00",27/8/2011
30,129,2,14,18,23,32,38,5,"$28,000,000.00",23/8/2011
30,128,7,11,12,16,38,39,19,"$27,000,000.00",20/8/2011
30,127,9,12,15,16,20,21,13,"$26,000,000.00",16/8/2011
30,126,1,15,24,28,31,37,29,"$25,000,000.00",13/8/2011
30,125,14,15,27,32,33,35,3,"$23,000,000.00",9/8/2011
30,124,1,5,15,16,17,30,3,"$22,000,000.00",6/8/2011
30,123,2,11,12,29,30,34,18,"$21,000,000.00",2/8/2011
30,122,2,9,11,25,30,33,6,"$20,000,000.00",30/7/2011
30,121,9,14,18,24,28,33,22,"$19,000,000.00",26/7/2011
30,120,16,25,30,32,38,39,33,"$18,000,000.00",23/7/2011
30,119,4,12,20,22,25,26,24,"$17,000,000.00",19/7/2011
30,118,3,14,17,23,31,33,15,"$16,000,000.00",16/7/2011
30,117,5,12,15,20,23,32,24,"$15,000,000.00",12/7/2011
30,116,3,8,10,11,19,28,31,"$14,000,000.00",9/7/2011
30,115,11,15,18,21,25,34,1,"$13,000,000.00",5/7/2011
30,114,6,16,20,30,31,33,2,"$12,000,000.00",2/7/2011
30,113,2,6,8,10,24,38,16,"$11,000,000.00",28/6/2011
30,112,6,7,8,17,32,36,4,"$10,000,000.00",25/6/2011
30,111,2,15,27,28,31,37,18,"$9,500,000.00",21/6/2011
30,110,9,15,23,28,32,36,19,"$9,000,000.00",18/6/2011
30,109,2,7,8,11,33,36,18,"$8,500,000.00",14/6/2011
30,108,9,10,11,25,32,38,30,"$8,000,000.00",11/6/2011
30,107,12,14,16,17,28,30,24,"$7,500,000.00",7/6/2011
30,106,2,5,7,17,23,29,22,"$7,000,000.00",4/6/2011
30,105,14,16,20,24,37,38,35,"$6,500,000.00",31/5/2011
30,104,9,16,19,25,32,38,8,"$6,000,000.00",28/5/2011
30,103,2,3,5,7,8,19,39,"$5,500,000.00",24/5/2011
30,102,1,7,11,13,22,35,32,"$5,000,000.00",21/5/2011
30,101,3,4,6,17,27,34,7,"$9,000,000.00",17/5/2011
30,100,10,15,25,28,30,39,33,"$8,500,000.00",14/5/2011
30,99,3,6,17,29,30,31,28,"$8,000,000.00",10/5/2011
30,98,5,7,10,15,30,38,34,"$7,500,000.00",7/5/2011
30,97,5,6,15,20,28,31,24,"$7,000,000.00",3/5/2011
30,96,6,11,15,21,37,38,26,"$6,500,000.00",30/4/2011
30,95,4,12,19,25,31,38,24,"$6,000,000.00",26/4/2011
30,94,13,14,21,28,30,38,32,"$5,500,000.00",23/4/2011
30,93,15,16,23,26,29,34,13,"$5,000,000.00",19/4/2011
30,92,3,6,9,23,26,33,19,"$16,500,000.00",16/4/2011
30,91,15,16,21,26,37,39,9,"$15,500,000.00",12/4/2011
30,90,3,13,16,18,29,35,38,"$14,500,000.00",9/4/2011
30,89,4,5,6,18,31,33,36,"$13,500,000.00",5/4/2011
30,88,4,6,31,32,33,34,1,"$12,500,000.00",2/4/2011
30,87,3,9,19,28,31,35,8,"$11,000,000.00",29/3/2011
30,86,18,20,33,35,36,39,31,"$10,000,000.00",26/3/2011
30,85,5,11,13,15,27,37,21,"$9,500,000.00",22/3/2011
30,84,5,20,25,28,35,36,21,"$9,000,000.00",19/3/2011
30,83,1,5,10,13,26,28,33,"$8,500,000.00",15/3/2011
30,82,8,9,20,25,33,35,31,"$8,000,000.00",12/3/2011
30,81,4,7,15,17,23,26,24,"$7,500,000.00",8/3/2011
30,80,10,15,25,28,30,36,34,"$7,000,000.00",5/3/2011
30,79,10,12,16,30,33,34,11,"$6,500,000.00",1/3/2011
30,78,2,6,18,23,27,37,24,"$6,000,000.00",26/2/2011
30,77,15,16,22,27,28,37,12,"$5,500,000.00",22/2/2011
30,76,2,7,19,23,26,37,4,"$5,000,000.00",19/2/2011
30,75,4,10,13,15,20,21,25,"$10,000,000.00",15/2/2011
30,74,8,17,19,37,38,39,1,"$9,000,000.00",12/2/2011
30,73,12,13,25,28,32,33,38,"$8,500,000.00",8/2/2011
30,72,2,3,21,22,32,36,4,"$8,000,000.00",5/2/2011
30,71,10,15,18,28,30,36,27,"$7,500,000.00",1/2/2011
30,70,6,15,25,26,34,38,14,"$7,000,000.00",29/1/2011
30,69,12,17,20,24,29,33,1,"$6,500,000.00",25/1/2011
30,68,12,15,20,25,26,36,29,"$6,000,000.00",22/1/2011
30,67,1,14,16,22,23,25,7,"$5,500,000.00",18/1/2011
30,66,6,11,18,26,32,38,1,"$5,000,000.00",15/1/2011
30,65,3,6,10,15,37,38,19,"$21,500,000.00",11/1/2011
30,64,6,17,21,26,29,34,39,"$20,000,000.00",8/1/2011
30,63,5,9,10,19,21,33,36,"$19,000,000.00",4/1/2011
30,62,7,19,21,22,27,37,32,"$18,000,000.00",1/1/2011
30,61,2,8,19,22,26,38,36,"$16,500,000.00",28/12/2010
30,60,5,7,13,27,29,33,20,"$16,000,000.00",25/12/2010
30,59,2,10,17,23,28,37,3,"$15,000,000.00",21/12/2010
30,58,7,11,21,22,25,31,6,"$13,500,000.00",18/12/2010
30,57,5,19,30,32,35,37,8,"$12,500,000.00",14/12/2010
30,56,6,10,12,16,25,32,5,"$11,000,000.00",11/12/2010
30,55,1,4,6,10,11,18,35,"$10,000,000.00",7/12/2010
30,54,9,11,19,21,27,29,1,"$9,000,000.00",4/12/2010
30,53,13,20,25,28,30,35,15,"$8,500,000.00",30/11/2010
30,52,1,3,5,7,18,37,35,"$8,000,000.00",27/11/2010
30,51,3,7,13,16,21,39,22,"$7,500,000.00",23/11/2010
30,50,5,13,15,22,23,35,34,"$7,000,000.00",20/11/2010
30,49,2,17,35,36,37,38,10,"$6,500,000.00",16/11/2010
30,48,15,20,22,26,29,34,6,"$6,000,000.00",13/11/2010
30,47,4,8,14,17,30,39,18,"$5,500,000.00",9/11/2010
30,46,19,22,23,31,34,38,35,"$5,000,000.00",6/11/2010
30,45,13,16,23,24,29,39,28,"$7,000,000.00",2/11/2010
30,44,16,21,22,29,32,37,23,"$6,500,000.00",30/10/2010
30,43,6,16,19,25,30,38,22,"$6,000,000.00",26/10/2010
30,42,1,19,28,29,31,37,26,"$5,500,000.00",23/10/2010
30,41,7,10,13,15,17,21,11,"$5,000,000.00",19/10/2010
30,40,5,17,20,26,31,37,23,"$13,500,000.00",16/10/2010
30,39,8,15,18,24,26,33,29,"$12,500,000.00",12/10/2010
30,38,3,11,15,18,20,26,7,"$11,500,000.00",9/10/2010
30,37,3,4,13,24,28,32,7,"$10,500,000.00",5/10/2010
30,36,8,15,22,32,33,37,19,"$9,500,000.00",2/10/2010
30,35,9,17,18,28,37,39,2,"$8,500,000.00",28/9/2010
30,34,2,8,9,25,29,36,3,"$8,000,000.00",25/9/2010
30,33,6,9,12,16,35,36,38,"$7,500,000.00",21/9/2010
30,32,15,20,28,29,37,38,1,"$7,000,000.00",18/9/2010
30,31,11,16,19,20,23,34,2,"$6,500,000.00",14/9/2010
30,30,4,11,14,15,23,35,6,"$6,000,000.00",11/9/2010
30,29,2,4,6,13,17,20,15,"$5,500,000.00",7/9/2010
30,28,1,4,15,27,33,37,3,"$5,000,000.00",4/9/2010
30,27,4,5,9,24,29,37,17,"$24,000,000.00",31/8/2010
30,26,1,12,19,21,30,34,20,"$23,000,000.00",28/8/2010
30,25,11,17,24,26,28,33,38,"$21,500,000.00",24/8/2010
30,24,8,12,20,31,34,37,9,"$20,000,000.00",21/8/2010
30,23,3,17,18,20,24,38,22,"$19,000,000.00",17/8/2010
30,22,1,2,23,28,29,33,4,"$17,500,000.00",14/8/2010
30,21,1,8,20,23,28,35,16,"$16,500,000.00",10/8/2010
30,20,1,7,17,29,31,32,19,"$15,000,000.00",7/8/2010
30,19,11,15,35,37,38,39,24,"$13,500,000.00",3/8/2010
30,18,14,17,20,24,32,37,35,"$12,000,000.00",31/7/2010
30,17,12,18,21,22,32,37,19,"$11,000,000.00",27/7/2010
30,16,2,5,8,26,32,34,31,"$10,000,000.00",24/7/2010
30,15,2,10,23,32,33,39,7,"$9,000,000.00",20/7/2010
30,14,9,22,26,27,28,37,35,"$8,500,000.00",17/7/2010
30,13,1,2,4,12,17,33,8,"$8,000,000.00",13/7/2010
30,12,6,20,30,33,34,36,35,"$7,000,000.00",10/7/2010
30,11,2,6,12,25,28,31,18,"$6,500,000.00",6/7/2010
30,10,8,13,18,19,21,34,14,"$6,000,000.00",3/7/2010
30,9,9,11,15,20,31,36,23,"$5,500,000.00",29/6/2010
30,8,1,2,5,6,10,11,15,"$5,000,000.00",26/6/2010
30,7,5,16,26,31,34,35,2,"$6,500,000.00",22/6/2010
30,6,2,9,11,22,26,27,20,"$6,000,000.00",19/6/2010
30,5,1,3,7,21,24,32,13,"$5,500,000.00",15/6/2010
30,4,3,4,18,21,22,26,13,"$5,000,000.00",12/6/2010
30,3,15,16,23,27,35,37,26,"$6,500,000.00",8/6/2010
30,2,5,6,8,19,21,33,13,"$6,000,000.00",5/6/2010
30,1,6,13,14,21,25,35,37,"$5,500,000.00",1/6/2010
