/* nunca ha caido 28+como inicial */

28,29,30,31,32,34
28,29,30,31,32,35
28,29,30,31,32,36
28,29,30,31,32,37
28,29,30,31,32,38
28,29,30,31,32,39
28,29,30,31,33,34
28,29,30,31,33,35
28,29,30,31,33,36
28,29,30,31,33,37
28,29,30,31,33,38
28,29,30,31,33,39
28,29,30,31,34,35
28,29,30,31,34,36
28,29,30,31,34,37
28,29,30,31,34,38
28,29,30,31,34,39
28,29,30,31,35,36
28,29,30,31,35,37
28,29,30,31,35,38
28,29,30,31,35,39
28,29,30,31,36,37
28,29,30,31,36,38
28,29,30,31,36,39
28,29,30,31,37,38
28,29,30,31,37,39
28,29,30,31,38,39
28,29,30,32,33,34
28,29,30,32,33,35
28,29,30,32,33,36
28,29,30,32,33,37
28,29,30,32,33,38
28,29,30,32,33,39
28,29,30,32,34,35
28,29,30,32,34,36
28,29,30,32,34,37
28,29,30,32,34,38
28,29,30,32,34,39
28,29,30,32,35,36
28,29,30,32,35,37
28,29,30,32,35,38
28,29,30,32,35,39
28,29,30,32,36,37
28,29,30,32,36,38
28,29,30,32,36,39
28,29,30,32,37,38
28,29,30,32,37,39
28,29,30,32,38,39
28,29,30,33,34,35
28,29,30,33,34,36
28,29,30,33,34,37
28,29,30,33,34,38
28,29,30,33,34,39
28,29,30,33,35,36
28,29,30,33,35,37
28,29,30,33,35,38
28,29,30,33,35,39
28,29,30,33,36,37
28,29,30,33,36,38
28,29,30,33,36,39
28,29,30,33,37,38
28,29,30,33,37,39
28,29,30,33,38,39
28,29,30,34,35,36
28,29,30,34,35,37
28,29,30,34,35,38
28,29,30,34,35,39
28,29,30,34,36,37
28,29,30,34,36,38
28,29,30,34,36,39
28,29,30,34,37,38
28,29,30,34,37,39
28,29,30,34,38,39
28,29,30,35,36,37
28,29,30,35,36,38
28,29,30,35,36,39
28,29,30,35,37,38
28,29,30,35,37,39
28,29,30,35,38,39
28,29,30,36,37,38
28,29,30,36,37,39
28,29,30,36,38,39
28,29,30,37,38,39
28,29,31,32,33,34
28,29,31,32,33,35
28,29,31,32,33,36
28,29,31,32,33,37
28,29,31,32,33,38
28,29,31,32,33,39
28,29,31,32,34,35
28,29,31,32,34,36
28,29,31,32,34,37
28,29,31,32,34,38
28,29,31,32,34,39
28,29,31,32,35,36
28,29,31,32,35,37
28,29,31,32,35,38
28,29,31,32,35,39
28,29,31,32,36,37
28,29,31,32,36,38
28,29,31,32,36,39
28,29,31,32,37,38
28,29,31,32,37,39
28,29,31,32,38,39
28,29,31,33,34,35
28,29,31,33,34,36
28,29,31,33,34,37
28,29,31,33,34,38
28,29,31,33,34,39
28,29,31,33,35,36
28,29,31,33,35,37
28,29,31,33,35,38
28,29,31,33,35,39
28,29,31,33,36,37
28,29,31,33,36,38
